opportunity_id,title,category,source,url,reward_amount,reward_currency,deadline,requirements,capital_required,difficulty,estimated_hours,risk_level,success_probability,verification_score,recommended_action,recommendation_reason,verification_status,human_approval_required,country_restrictions,kyc_required,payment_method,link_active,explicit_reward,verified_at
914,[SIEGES] Post-conquest dialogues cannot be continued with prisoners or city ladies,paid_development,GitHub Paid Issues,https://github.com/Bannerlord-Coop-Team/BannerlordCoop/issues/2813,,,,signed in to change notification settings Fork 88 Star 379 Code Issues 348 Pull requests 37 Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Wiki Security and quality Insights [SIEGES] Post-conquest dialogues cannot be con,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:30.867476+00:00
915,I want resizable card details pop out,paid_development,GitHub Paid Issues,https://github.com/DeepScryAI/DeepScry_bugs/issues/162,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 42 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights I want resizable card details pop out #162 New issue Copy lin,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:33.293569+00:00
919,Enterprise/pro/admin users see 'Upgrade to hire the swarm' — plan gate not recognizing paid/admin accounts,paid_development,GitHub Paid Issues,https://github.com/AINative-Studio/builder-ainative-studio/issues/309,,,,signed in to change notification settings Fork 1 Star 0 Code Issues 12 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Enterprise/pro/admin users see 'Upgrade to hire the swarm' —,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:34.089211+00:00
922,No CONTRIBUTING.md documenting build/test/PR conventions,paid_development,GitHub Paid Issues,https://github.com/MergeFi/contracts/issues/116,,,,signed in to change notification settings Fork 29 Star 0 Code Issues 123 Pull requests 29 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights No CONTRIBUTING,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:03:35.289224+00:00
923,[Epic] Classroom management does not exist — the TeacherPlus hero CTA is a dead link,paid_development,GitHub Paid Issues,https://github.com/diyaresearch/diya-curriculum-portal/issues/441,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 69 Pull requests 0 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [Epic] Classroom management does not,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:36.512224+00:00
308,"078 · Map: PanelVerdict next chapter — production-deployed, requirements-complete",paid_development,GitHub Paid Issues,https://github.com/Subaru-Goto/PanelVerdict/issues/122,,,,complete paid_development GitHub Paid Issues _Migrated from `issues/078-map-next-chapter,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,open to anyone who can reach them #143 + cost ceilings,0,GitHub Sponsors,1,0,2026-08-26T19:03:38.140805+00:00
404,🎯 Bounty Alert: 11 New Opportunityies found,crypto_bounty,Crypto Bounties,https://github.com/dev-kp-eloper/BountyScout/issues/1225,,,,signed in to change notification settings Fork 39 Star 17 Code Issues 1k Pull requests 178 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 🎯 Bounty Alert: 11 New Opportunityies found #1225 New iss,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:39.104304+00:00
405,🎯 Bounty Alert: 7 New Opportunityies found,crypto_bounty,Crypto Bounties,https://github.com/vansh-09/BountyScout/issues/975,,,,signed in to change notification settings Fork 13 Star 8 Code Issues 1k Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Actions Projects Security and quality Insights 🎯 Bounty Alert: 7 New Opportunityies found #975 New issue Copy link New issue Copy link Op,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:40.165055+00:00
406,🎯 Bounty Alert: 6 New Opportunityies found,crypto_bounty,Crypto Bounties,https://github.com/freedom-winds/BountyScout/issues/884,,,,signed in to change notification settings Fork 2 Star 1 Code Issues 739 Pull requests 184 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 🎯 Bounty Alert: 6 New Opportunityies found #884 New issue,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:41.302767+00:00
407,eth_abi-2.2.0-py3-none-any.whl: 1 vulnerabilities (highest severity is: 4.3),crypto_bounty,Crypto Bounties,https://github.com/KOSASIH/Galactic-Chain/issues/37,,,,"written in a robust way, which avoids for example unrecoverable crashes, misinterpretation, hangs, or excessive resource consumption",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:03:42.347355+00:00
928,"SEND-1 — A sent quote is rewritten in place with no version, no re-send and no disclosure",paid_development,GitHub Paid Issues,https://github.com/jacobabuckland/motkoquote/issues/370,,,,"signed in to change notification settings Fork 0 Star 0 Code Issues 14 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights SEND-1 — A sent quote is rewritten in place with no version,",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,"Stripe, GitHub Sponsors",1,0,2026-08-26T19:08:26.785990+00:00
931,[PROTOTYPE/HANDOFF] RedFox Used Car Lot — player dealership business,paid_development,GitHub Paid Issues,https://github.com/redfoxtrystman/RedFox_Master_Control/issues/72,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 53 Pull requests 2 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights [PROTOTYPE/HANDOFF] RedFox Used Car Lot — player dealership b,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:27.783484+00:00
932,R10: Control loop - adopt a proven loop method (tracking),paid_development,GitHub Paid Issues,https://github.com/0xfauzi/kstrl/issues/235,,,,signed in to change notification settings Fork 0 Star 1 Code Issues 32 Pull requests 2 Discussions Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Wiki Security and quality Insights R10: Control loop - adopt a,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:28.825546+00:00
930,Autolaunched Flow Interview returns null output collection (BuiltAssets) from nested loops and relationship formulas,paid_development,GitHub Paid Issues,https://github.com/octoberswimmer/aer-dist/issues/487,,,,signed in to change notification settings Fork 4 Star 84 Code Issues 15 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Discussions Actions Projects Security and quality Insights Autolaunched Flow Interview returns null output collection (BuiltA,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:29.661436+00:00
933,[Spec]: Odovi v0.2 launch readiness,paid_development,GitHub Paid Issues,https://github.com/jsc2304/odovi/issues/24,,,,"stated early, so that I can distinguish the current product from a future managed offer",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:30.584473+00:00
935,21.6 Backstop subscription lifecycle and billing hooks,paid_development,GitHub Paid Issues,https://github.com/determined-001/orbital_stellar/issues/1067,,,,signed in to change notification settings Fork 152 Star 6 Code Issues 57 Pull requests 0 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights 21,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:31.449762+00:00
945,Intermittent 404 on /v2/jettons/{master} for a single jetton — token disappears from Tonkeeper/Tonviewer,paid_development,GitHub Paid Issues,https://github.com/tonkeeper/opentonapi/issues/962,,,,signed in to change notification settings Fork 176 Star 450 Code Issues 98 Pull requests 17 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Intermittent 404 on /v2/jettons/{master} for a single je,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,"USDT, GitHub Sponsors",1,0,2026-08-26T19:08:32.450219+00:00
929,"Document embedding options and conventions: one capability matrix, local and remote",paid_development,GitHub Paid Issues,https://github.com/verveguy/liminis-context-graph/issues/504,,,,included - **The contract is the thing,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:33.475025+00:00
938,Architecture review gate: prove reusable LLM-product templates through production,paid_development,GitHub Paid Issues,https://github.com/Abhillashjadhav/production-engineering-os/issues/175,,,,where production is in scope,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:34.352774+00:00
940,[P1][Privacy] Remove Production-derived personal-data exposure from GitHub-hosted recovery runner,paid_development,GitHub Paid Issues,https://github.com/renanescola40-afk/eurocomply_saas/issues/1845,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 19 Pull requests 2 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights [P1][Privacy] Remove Production-derived personal-data exposur,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:35.360442+00:00
947,View a Grant,grant,GitHub Grant Issues,https://github.com/HHS/OPRE-OPS/issues/5986,,,,signed in to change notification settings Fork 10 Star 13 Code Issues 289 Pull requests 15 Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Wiki Security and quality Insights View a Grant #5986 New issue Copy link New issu,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:36.581380+00:00
939,A single read tool call fully reads and splits the file 3-4 times — no byte gates on the read-accounting path,paid_development,GitHub Paid Issues,https://github.com/apmantza/pi-lens/issues/1649,,,,signed in to change notification settings Fork 103 Star 353 Code Issues 170 Pull requests 12 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights A single read tool call fully reads and splits the file,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:37.590152+00:00
943,"Correct what zemir_01 predicts: ensemble both models, neutralize where it counts",paid_development,GitHub Paid Issues,https://github.com/vltnkiz/numerai/issues/24,,,,"signed in to change notification settings Fork 0 Star 0 Code Issues 9 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Correct what zemir_01 predicts: ensemble both models, neutrali",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:38.533879+00:00
949,"Apply migrations and probe grants from a shell, via a Supabase personal access token",grant,GitHub Grant Issues,https://github.com/SailorDave17/Taskr/issues/185,,,,"signed in to change notification settings Fork 0 Star 0 Code Issues 64 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Apply migrations and probe grants from a shell, via a Supabas",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:39.433118+00:00
934,"WP14-6 — A margin per model, on both branches",paid_development,GitHub Paid Issues,https://github.com/fabian1606/aiProxy/issues/201,,,,"true, not assumed",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:40.598544+00:00
936,P5-2 — Arabic OCR real-world evidence,paid_development,GitHub Paid Issues,https://github.com/hraaaaf/IAMINA-MVP/issues/517,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 19 Pull requests 9 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights P5-2 — Arabic OCR real-world evidence #517 New issue Copy lin,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:41.368007+00:00
937,"Wayfinder Map: ListItUp v1+ feature roadmap (Asana+Todoist baseline, medium-fish scope)",paid_development,GitHub Paid Issues,https://github.com/Dhruvivek/ListItUp/issues/1,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 10 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Wayfinder Map: ListItUp v1+ feature roadmap (Asana+Todoist ba,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:42.329794+00:00
941,"[deep-report] Add CI ratchet for full-repo error-message audit (2,631 legacy violations, currently unenforced)",paid_development,GitHub Paid Issues,https://github.com/github/gh-aw/issues/56103,,,,signed in to change notification settings Fork 506 Star 5k Code Issues 295 Pull requests 15 Discussions Actions Projects Wiki Security and quality 8 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Wiki Security and quality Insights [deep-report] Add CI r,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:43.352045+00:00
942,"LSP architecture umbrella: server trait table, request-class policy, declarative root specs — the runner-debt shape in the LSP layer",paid_development,GitHub Paid Issues,https://github.com/apmantza/pi-lens/issues/1756,,,,"signed in to change notification settings Fork 103 Star 353 Code Issues 170 Pull requests 12 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights LSP architecture umbrella: server trait table, request-",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:44.451173+00:00
944,A spell whose move to the stack is redirected still finishes being cast,paid_development,GitHub Paid Issues,https://github.com/tfausak/pawl/issues/816,,,,signed in to change notification settings Fork 1 Star 7 Code Issues 358 Pull requests 1 Actions Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Security and quality Insights A spell whose move to the stack is redirected still finishes being cast #816 N,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:45.493090+00:00
946,"Hot-path tax class: repeated realpath-canonicalizing path normalization on the per-edit pipeline (Windows-only, invisible on CI)",paid_development,GitHub Paid Issues,https://github.com/apmantza/pi-lens/issues/2016,,,,by code inspection (this sweep) or Windows-local measurement,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:46.486901+00:00
543,Go,crypto_bounty,Crypto Bounties,https://github.com/toncenter/tonweb/issues/447,,,,signed in to change notification settings Fork 293 Star 755 Code Issues 221 Pull requests 51 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Go #447 New issue Copy link New issue Copy link Open Op,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:47.306572+00:00
874,"box stops knowing about rig — the mint hook, the pin, the stamp and the `bootstrapped` mark come out",paid_development,GitHub Paid Issues,https://github.com/heavy-duty/box/issues/212,,,,signed in to change notification settings Fork 5 Star 1 Code Issues 13 Pull requests 0 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights box stops knowing about rig — the min,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:48.668252+00:00
261,E2E: full batch payment flow (upload → confirm → sign → track),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/208,,,,signed in to change notification settings Fork 26 Star 0 Code Issues 102 Pull requests 50 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights E2E: full batch payment flow (upload → confirm → sign → tr,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-08-26T19:08:49.965879+00:00
263,Webhook test sender (send a sample event),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/179,,,,signed in to change notification settings Fork 26 Star 0 Code Issues 102 Pull requests 50 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Webhook test sender (send a sample event) #179 New issue C,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:50.973171+00:00
270,Recurring payment pause/resume,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/174,,,,signed in to change notification settings Fork 26 Star 0 Code Issues 102 Pull requests 50 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Recurring payment pause/resume #174 New issue Copy link Ne,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:52.187703+00:00
278,Toast/announcement accessibility (aria-live) for payment actions,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/204,,,,signed in to change notification settings Fork 26 Star 0 Code Issues 102 Pull requests 50 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Toast/announcement accessibility (aria-live) for payment a,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,Open Toast/announcement accessibility (aria-live) for payment actions #204 #244 Copy link Assignees Labels Stellar Wave Issues in the Stellar wave program Issues in th,0,GitHub Sponsors,1,0,2026-08-26T19:08:53.368432+00:00
283,Cancel or edit a scheduled payment before execution,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/173,,,,signed in to change notification settings Fork 26 Star 0 Code Issues 102 Pull requests 50 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Cancel or edit a scheduled payment before execution #173 N,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:54.492064+00:00
364,CIMD interoperability: negotiate client auth method lists and extra grant types,grant,GitHub Grant Issues,https://github.com/better-auth/better-auth/issues/10660,,,,signed in to change notification settings Fork 2,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:55.733543+00:00
365,"[Bug]: macOS permission prompts return after every update — TCC grants keyed to the uv-managed Python interpreter path, not the app bundle",grant,GitHub Grant Issues,https://github.com/NousResearch/hermes-agent/issues/85345,,,,is a bare cdhash — it changes whenever the binary changes: ``` $ codesign -dv --verbose=2,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:56.960189+00:00
366,The controller warns about the same unresolvable connection grant twice a second,grant,GitHub Grant Issues,https://github.com/dam-agents/dam/issues/3471,,,,signed in to change notification settings Fork 9 Star 13 Code Issues 147 Pull requests 19 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights The controller warns about the sam,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:57.893561+00:00
369,"Apple Notes plugin never triggers the macOS Automation permission prompt — ""Grant Notes"" button just deep-links to a settings pane that never gets populated",grant,GitHub Grant Issues,https://github.com/osaurus-ai/osaurus-notes/issues/5,,,,signed in to change notification settings Fork 1 Star 3 Code Issues 1 Pull requests 2 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Apple Notes plugin never triggers the macOS Automation permiss,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:08:58.949194+00:00
371,[C10.4] Granted MCP server authorization is not bound to the server's connection endpoint,grant,GitHub Grant Issues,https://github.com/OWASP/AISVS/issues/1119,,,,is stated generically,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:00.203632+00:00
372,G-109: Kind and grants frozen while records exist,grant,GitHub Grant Issues,https://github.com/newtheatre/proscenium/issues/505,,,,signed in to change notification settings Fork 1 Star 1 Code Issues 268 Pull requests 1 Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Wiki Security and quality Insights G-109: Kind and grants frozen while records exist,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:01.206822+00:00
373,chore(ci): grant CONSOLE_DEPLOY_TOKEN Projects read/write so CI trackers reach Project #12,grant,GitHub Grant Issues,https://github.com/genfeedai/genfeed.ai/issues/3669,,,,"WHEN an automated CI job files or updates a tracker issue, THE SYSTEM SHALL add that issue to Project #12",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:02.354493+00:00
374,[Docs & Polish] Write NatSpec for grant/revoke functions,grant,GitHub Grant Issues,https://github.com/BCPathway/bc-forge/issues/755,,,,signed in to change notification settings Fork 117 Star 5 Code Issues 197 Pull requests 125 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [Docs & Polish] Write NatSpec fo,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:03.709357+00:00
375,"P2: Households, membership and time-boxed grants (FR75, FR7)",grant,GitHub Grant Issues,https://github.com/whale-net/everything/issues/1194,,,,"FR75, FR7 Spec of record: #1166 plus discussion 1131 comments 18143437 / 18143440 / 18143441 / 18143444",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:04.890380+00:00
376,[BUG] Linux Desktop: session_stale_relogin (elevated_auth) forces ~daily re-login; sign-in demanded twice during Cowork folder-access grants,grant,GitHub Grant Issues,https://github.com/anthropics/claude-code/issues/89812,,,,signed in to change notification settings Fork 22,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:05.941464+00:00
377,A-205: Gate role grants on live training records,grant,GitHub Grant Issues,https://github.com/newtheatre/proscenium/issues/367,,,,override lets a named person hold the role without the record for at most 90 days; overrides self-lapse and are audited with a reason,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,eligibility override lets a named person hold the role without the record for at most 90 days; overrides self-lapse and are audited with a reason,0,GitHub Sponsors,1,0,2026-08-26T19:09:06.884644+00:00
379,A-118: Grant roles with committee-year expiry,grant,GitHub Grant Issues,https://github.com/newtheatre/proscenium/issues/355,,,,signed in to change notification settings Fork 1 Star 1 Code Issues 268 Pull requests 1 Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Wiki Security and quality Insights A-118: Grant roles with committee-year expiry #355,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-08-26T19:09:07.826278+00:00
