rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
560,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Mobile batch-creation flow responsive pass,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/205,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:41.790910+00:00
561,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Client-side error reporting wired to the error boundary,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/199,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:40.972617+00:00
562,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Issue #8: Add Survival Bonus & Terminal Condition Rules,open_source_bounty,GitHub Reward Issues,https://github.com/eliezerkirubi-sys/quadcopter-rl-control/issues/8,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:40.194972+00:00
563,BLOCKED_NOT_EXECUTABLE,0.0,0.0,UI issues,open_source_bounty,GitHub Reward Issues,https://github.com/webRunes/Default-WRIO-Theme/issues/306,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:39.427624+00:00
564,BLOCKED_NOT_EXECUTABLE,0.0,0.0,XSS issue,open_source_bounty,GitHub Reward Issues,https://github.com/webRunes/Core-WRIO-App/issues/471,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:38.631913+00:00
565,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Scroll issue,open_source_bounty,GitHub Reward Issues,https://github.com/webRunes/Core-WRIO-App/issues/453,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:37.703838+00:00
566,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Alert in no wallet case,open_source_bounty,GitHub Reward Issues,https://github.com/webRunes/Core-WRIO-App/issues/452,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:37.021681+00:00
567,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Syntax,open_source_bounty,GitHub Reward Issues,https://github.com/webRunes/Default-WRIO-Theme/issues/214,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:36.256246+00:00
568,BLOCKED_NOT_EXECUTABLE,0.0,0.0,API cookbook: curl + response example for every public endpoint,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/214,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:35.505728+00:00
569,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Idempotent batch re-submission (no duplicates on retry),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/170,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:34.549209+00:00
570,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Reduced-motion audit for animated components,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/202,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:30.654579+00:00
571,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Per-item batch progress tracking with failed-item retry,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/168,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:29.445278+00:00
572,BLOCKED_NOT_EXECUTABLE,0.0,0.0,E2E: webhook delivery + retry flow,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/209,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:28.517801+00:00
573,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Fix: Wallet disconnect does not fully clear cached balance,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/71,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:27.553850+00:00
574,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Webhook signature verification example client (docs + reference impl),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/194,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:26.624992+00:00
575,BLOCKED_NOT_EXECUTABLE,0.0,0.0,CI flake detection: retry/annotate flaky tests,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/213,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:25.558412+00:00
576,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Add transaction simulation preview before sending,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/43,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:24.688224+00:00
577,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Historical event replay endpoint for a webhook,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/180,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:23.769588+00:00
578,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Webhook delivery dashboard (status, latency, redeliver)",open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/176,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:22.968636+00:00
579,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Dependency Dashboard,open_source_bounty,GitHub Bounty Issues,https://github.com/tadanobutubutu/screeps/issues/5,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:22.117732+00:00
580,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Rate-limit responses with Retry-After header + docs,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/185,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:19.887377+00:00
581,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"The 0.10.0 cut — VERSION stamped, fragments assembled, and the release PR opens knowingly red on drill-recorded",paid_development,GitHub Paid Issues,https://github.com/heavy-duty/box/issues/222,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:18.891019+00:00
582,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Close the shell write routes in the lockdown — make the FILE read-only, not the command a matcher",ai_integration,MCP Paid Opportunities,https://github.com/PioneerAIAcademy/cowork-genealogy/issues/1499,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:17.801569+00:00
583,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Roadmap: Presentation Mode,paid_development,GitHub Paid Issues,https://github.com/alwaysmiddle/KnowledgeNetworkThesisDemo/issues/49,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:16.626293+00:00
584,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"needs-design: automated justice pipeline — NPC guards, arrest, imprisonment, NPC-judge trials with player defense",ai_bounty,AI Agent Bounties,https://github.com/Arx-Game/arxii/issues/2378,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:15.718383+00:00
585,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Batch fee estimate preview before submission,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/171,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:14.557146+00:00
586,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Batch CSV template download + validation report,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/169,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:13.602677+00:00
587,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Test Dashboard,paid_development,GitHub Paid Issues,https://github.com/hiero-ledger/hiero-consensus-node/issues/26709,0.0,,GitHub Sponsors,baixa,8.0,crítico,UNKNOWN_REVIEW_REQUIRED,,1,1,rejected,Rejeitar imediatamente.,Foram encontrados sinais incompatíveis com as políticas de segurança.,2026-08-26T19:50:12.585910+00:00
588,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Deploy scharfstellen: Plesk-Handgriffe, Deploy-Key, erster Checkout",competition,GitHub Prize Issues,https://github.com/ditshej/tcg-prizing/issues/30,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:10.989435+00:00
589,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Deploy-Ziel: optcg.ch statt ditshej.ch?,competition,GitHub Prize Issues,https://github.com/ditshej/tcg-prizing/issues/34,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:10.340361+00:00
590,BLOCKED_NOT_EXECUTABLE,0.0,0.0,truffle-5.11.5.tgz: 92 vulnerabilities (highest severity is: 9.8),crypto_bounty,Crypto Bounties,https://github.com/KOSASIH/pi-nexus-autonomous-banking-network/issues/1348,0.0,,GitHub Sponsors,média,30.0,crítico,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Rejeitar imediatamente.,Foram encontrados sinais incompatíveis com as políticas de segurança.,2026-08-26T19:50:09.507311+00:00
591,BLOCKED_NOT_EXECUTABLE,0.0,0.0,A plan item cannot say which PR implements it: qb-reconcile computes the edge on every run and stores it nowhere,competition,GitHub Prize Issues,https://github.com/prisonblues/quarterback/issues/396,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:08.176243+00:00
592,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Prize draw proof verification is not enforced before displaying winners as final,competition,GitHub Prize Issues,https://github.com/Obiajulu-gif/vaultquest-archive/issues/621,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:07.481268+00:00
593,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Locale-aware number and currency formatting is not applied consistently across vault balances and exports,competition,GitHub Prize Issues,https://github.com/Obiajulu-gif/vaultquest-archive/issues/636,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:50:06.878418+00:00
594,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Close the small Lean conformance residues: XSLT 1.0 (3 failures) and RIF Core (2 failures + 20 not decided),competition,GitHub Prize Issues,https://github.com/danbri/factoidal/issues/622,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:21.075218+00:00
595,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Update pathways to allow for off-ramps or multiple destinations,competition,GitHub Prize Issues,https://github.com/CredentialEngine/Schema-Development/issues/1059,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:20.152919+00:00
596,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Missing easy client in solution due to granular neighbourhood,competition,GitHub Prize Issues,https://github.com/PyVRP/PyVRP/issues/1095,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:18.807824+00:00
597,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"polycell's area_code column holds bucket codes, so it cannot serve area_code-keyed callers: 18.8 Mha lost including Sudan and Syria",competition,GitHub Prize Issues,https://github.com/eduaguilera/whep/issues/907,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:17.736528+00:00
598,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[PROMO 199C] Templates + proactive delivery + delivery lifecycle,competition,GitHub Prize Issues,https://github.com/cipherhq/waaiio/issues/203,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:16.714943+00:00
599,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Opponent-agnostic deck-awareness / threat-assessment for in-search quad Drivers,competition,GitHub Prize Issues,https://github.com/trippersham/magic-tools/issues/46,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:15.933682+00:00
600,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Dependency Dashboard,competition,GitHub Prize Issues,https://github.com/lotusnprod/lotusnprod.github.io/issues/4,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:15.118151+00:00
601,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[PROMO 199A] Winner response block + recipient instructions,competition,GitHub Prize Issues,https://github.com/cipherhq/waaiio/issues/201,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:14.188451+00:00
602,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Implement Stellar-sponsored reserves for new accounts,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/69,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:13.178734+00:00
603,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Reconstruct the fix range across a branch rewrite, so a rebase does not disarm the convergence instruments",competition,GitHub Prize Issues,https://github.com/prisonblues/quarterback/issues/504,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:11.982082+00:00
604,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Audit: creative-minds cm-021..032 sourcing issues (4 flagged),competition,GitHub Prize Issues,https://github.com/natebird/quips-collections/issues/111,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:10.993798+00:00
605,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Latest: Equity Strategy Backtesting: Luck or Edge? The MinervaScore as a Statistical Robustness Grade,competition,GitHub Prize Issues,https://github.com/jjakimoto/research-issues/issues/1105,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:10.131333+00:00
606,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[PROPOSAL] RFP-015 — Synarton,competition,GitHub Prize Issues,https://github.com/logos-co/rfp/issues/192,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:09.311147+00:00
607,BLOCKED_NOT_EXECUTABLE,0.0,0.0,FE-54: Global & Tiered Seasonal Leaderboard with Search and ELO Tier Badges,competition,GitHub Prize Issues,https://github.com/OpenKnight-Foundation/KnightVerse/issues/1052,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:08.024642+00:00
608,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Tournament Details in the main page,competition,GitHub Prize Issues,https://github.com/reimaruku-git/pj007-sfl-digging-tournament/issues/12,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,"Open Tournament Details in the main page #12 Copy link Description reimaruku-git opened on Aug 26, 2026 Issue body actions the tournament details in the main page are",0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:06.779610+00:00
609,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Audit authorization on drawProofs.ts / drawProofService.ts publication endpoints,competition,GitHub Prize Issues,https://github.com/Obiajulu-gif/vaultquest-archive/issues/586,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:06.010631+00:00
610,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[EVENT] Nobel Peace Prize,competition,GitHub Prize Issues,https://github.com/ordinary9843/gitizens/issues/1351,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:04.998927+00:00
611,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Donations & Giving (epic),competition,GitHub Prize Issues,https://github.com/chattersnow/chattersnow-web/issues/197,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:04.080196+00:00
612,BLOCKED_NOT_EXECUTABLE,0.0,0.0,HackSocial 2026提出方針：Demo Modeを完成形として最終提出準備,competition,GitHub Prize Issues,https://github.com/yo4e/Milk-Tomorrow/issues/2,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,eligibility等の最終確認 - [ ] Lifestyle Hacks Trackを実フォームで選択 - [ ] 実フォームの必須項目を最終確認 - [ ] thumbnail / product screenshotをアップロード - [ ] asset / dependency licenseを最終確認 - [ ] public,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:03.082656+00:00
613,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[PROMO] Complete winner communication, verification, and shared-channel secure pickup",competition,GitHub Prize Issues,https://github.com/cipherhq/waaiio/issues/199,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:02.132650+00:00
614,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Custom order statuses are missing from the Orders filter row for up to 24h after activating the plugin that registers them,paid_development,GitHub Paid Issues,https://github.com/woocommerce/woocommerce/issues/68009,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:44:01.058766+00:00
615,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"fix(payments): ""I've Paid"" ordering flow fails silently after successful Paystack charge — SnapaKit",paid_development,GitHub Paid Issues,https://github.com/cipherhq/waaiio/issues/197,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:59.973284+00:00
616,BLOCKED_NOT_EXECUTABLE,0.0,0.0,improve-claude-plugins unattended orchestration execution contract (successor to #814),paid_development,GitHub Paid Issues,https://github.com/infiquetra/infiquetra-claude-plugins/issues/847,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:58.913900+00:00
617,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Content Machine build map — interview-first writing system,paid_development,GitHub Paid Issues,https://github.com/seanwinslow28/code-brain/issues/158,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:57.648444+00:00
618,BLOCKED_NOT_EXECUTABLE,0.0,0.0,LoyalFlow Master Launch Roadmap — Production → Pilot → Public Launch,paid_development,GitHub Paid Issues,https://github.com/anastarek222/loyalflow/issues/340,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:56.561873+00:00
619,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Web App Factory closure: screenshot→production app acceptance program,ai_integration,MCP Paid Opportunities,https://github.com/Aliturgutt/ilaios/issues/486,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:55.450021+00:00
620,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"PNL-1 — Money position: no VAT deduction, no fee term, and VAT extracted at the wrong rate",paid_development,GitHub Paid Issues,https://github.com/jacobabuckland/motkoquote/issues/364,0.0,,"Stripe, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:54.365179+00:00
